	oid	name_org	oc_id	Business	Group	Industry	name_concept	acronym	canon_oid
12021	229471	HUNTINGTON BEACH AUTO DEALERS LP-DARREL WHITEHEAD		Uncoded	Uncoded	Uncoded			
12022	229472	HUNTINGTON BEACH AUTO DEALERS MUTUAL BENEFITS ASSOC.		Uncoded	Uncoded	Uncoded			
12023	229473	HUNTINGTON BEACH CHRYSLER JEEP RAM SURF CITY AUTO GROUP		Uncoded	Uncoded	Uncoded			
12024	229474	HUNTINGTON BEACH FIREFIGHTERS ASSN PAC	-6628	Fire fighters unions and associations	Labor	Public Sector Unions	International Association of Firefighters		31643.0
12025	229475	HUNTINGTON BEACH FIREFIGHTERS ASSOC	-6628	Fire fighters unions and associations	Labor	Public Sector Unions	International Association of Firefighters		31643.0
12026	229476	HUNTINGTON BEACH FIREFIGHTERS ASSOCIATION PAC	-6628	Fire fighters unions and associations	Labor	Public Sector Unions	International Association of Firefighters		31643.0
12027	229477	HUNTINGTON BEACH POLICE OFFICERS ASSN PAC	-17152	Police unions & associations	Labor	Public Sector Unions	Huntington Beach Police Officers Association		
12028	229478	HUNTINGTON BEACH POLICE OFFICERS ASSOC. PAC	-17152	Police unions & associations	Labor	Public Sector Unions	Huntington Beach Police Officers Association		
12029	229479	HUNTINGTON BEACH POLICE OFFICERS ASSOCIATION PAC	-17152	Police unions & associations	Labor	Public Sector Unions	Huntington Beach Police Officers Association		
12030	229480	HUNTINGTON BEACH POLICE OFFICERS ASSOCIATION POLITICAL ACTION COMMITTEE	-17152	Police unions & associations	Labor	Public Sector Unions	Huntington Beach Police Officers Association		
12031	229481	HUNTINGTON PARTNERS		Uncoded	Uncoded	Uncoded			
12032	229482	HUNTINGTON WESTMINSTER		Uncoded	Uncoded	Uncoded			
12033	229483	HUONG TRAN QUY INC.		Uncoded	Uncoded	Uncoded			
12034	229484	HURLEY CONSTRUCTION		Uncoded	Uncoded	Uncoded			
12035	229485	HURLEY CONSTRUCTION, INC		Construction, unclassified	Construction	General Contractors			
12036	229486	HURST FOR COUNCIL 2018		Candidate committees	Candidate Contributions	Candidate Committees			
12037	229487	HURTADO FOR SENATE 2022		Candidate committees	Candidate Contributions	Candidate Committees			
12038	229488	HUTCHISON FOR CITY COUNCIL		Uncoded	Uncoded	Uncoded			
12039	229489	HW SENIOR APARTMENT HOMES		Uncoded	Uncoded	Uncoded			
12040	229490	HWA ARCHITECTS		Uncoded	Uncoded	Uncoded			
12041	229491	HWL ENTERPRISE INC		Uncoded	Uncoded	Uncoded			
12042	229492	HX GROUP INC		Uncoded	Uncoded	Uncoded			
12043	229493	HYDE & TURK MARKET		Uncoded	Uncoded	Uncoded			
12044	229494	I J BAYRAKDARIAN DMD A PROFESSIONAL CORPORATION		Uncoded	Uncoded	Uncoded			
12045	229495	I LOVE LA		Uncoded	Uncoded	Uncoded			
12046	229496	I-80 PROPERTIES, LLC		Uncoded	Uncoded	Uncoded			
12047	229497	I-CHINESE AMERICAN PAC		Uncoded	Uncoded	Uncoded			
12048	229498	I. L. W . U. LOCAL 13	-6669	Merchant marine & longshoremen unions	Labor	Transportation Unions	International Longshore and Warehouse Union (ILWU)		54410.0
12049	229499	I.B.E.W. LOCAL UNION 302 SMALL CONTRIBUTOR COMMITTEE	-6466	Construction unions	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12050	229500	I.C.E. DESIGN INC.		Uncoded	Uncoded	Uncoded			
12051	229501	I.L.U.W. LOCAL 13 PAC FUND	-6669	Merchant marine & longshoremen unions	Labor	Transportation Unions	International Longshore and Warehouse Union (ILWU)		54410.0
12052	229502	I.L.W.U LOCAL 13 PAC FUND	-6669	Merchant marine & longshoremen unions	Labor	Transportation Unions	International Longshore and Warehouse Union (ILWU)		54410.0
12053	229503	I.U.O.E. LOCAL 399 POLITICAL EDUCATION FUND		Construction unions	Labor	General Trade Unions			
12054	229504	IA HEAT & FROST INSULATORE & ALLIED WORKERS LOCAL 16	-6215	Uncoded	Uncoded	Uncoded	International Association of Heat and Frost Insulators and Allied Workers		51345.0
12055	229505	IAFF LOCAL 1401 - COMMITTEE FOR A SAFE SANTA ROSA	-6628	Fire fighters unions and associations	Labor	Public Sector Unions	International Association of Firefighters		31643.0
12056	229506	IAFF LOCAL 55 PAC	-6628	Fire fighters unions and associations	Labor	Public Sector Unions	International Association of Firefighters		31643.0
12057	229507	IAN CALDERN FOR LIEUTENANT GOVERNOR 2026		Uncoded	Uncoded	Uncoded			
12058	229508	IAN CALDERON FOR ASSEMBLY 2020		Candidate committees	Candidate Contributions	Candidate Committees			
12059	229509	IANTORNO MANAGEMENT GROUP, LLC		Uncoded	Uncoded	Uncoded			
12060	229510	IATSE LOCAL 600 PAC	-17133	Entertainment unions	Labor	General Trade Unions	International Alliance of Theatrical Stage Employees (IATSE)	IATSE	
12061	229511	IATSE LOCAL 600 PAC SMALL CONTRIBUTOR COMMITTEE	-17133	Uncoded	Uncoded	Uncoded	International Alliance of Theatrical Stage Employees (IATSE)	IATSE	
12062	229512	IATSE LOCAL 600 POLITICAL ACTION COMMITTEE	-17133	Entertainment unions	Labor	General Trade Unions	International Alliance of Theatrical Stage Employees (IATSE)	IATSE	
12063	229513	IATSE LOCAL 871 PAC	-17133	Entertainment unions	Labor	General Trade Unions	International Alliance of Theatrical Stage Employees (IATSE)	IATSE	
12064	229514	IATSE LOCAL 871 POLITICAL ACTION COMMITTEE	-17133	Entertainment unions	Labor	General Trade Unions	International Alliance of Theatrical Stage Employees (IATSE)	IATSE	
12065	229515	IBEW 302 PAC SMALL CONTRIBUTOR COMMITTEE	-6466	Uncoded	Uncoded	Uncoded	International Brotherhood of Electric Workers (IBEW)		8274.0
12066	229516	IBEW 332 EDUCATION FUND SMALL CONTRIBUTOR COMMITTEE	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12067	229517	IBEW 551 PAC	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12068	229518	IBEW 595 PAC SCC	-6466	Uncoded	Uncoded	Uncoded	International Brotherhood of Electric Workers (IBEW)		8274.0
12069	229519	IBEW FEDERAL PAC EDUCATIONAL FUND	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12070	229520	IBEW INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL UNION 1245	-6466	Uncoded	Uncoded	Uncoded	International Brotherhood of Electric Workers (IBEW)		8274.0
12071	229521	IBEW LOCAL #47	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12072	229522	IBEW LOCAL 18 WATER & POWER DEFENSE LEAGUE PAC	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12073	229523	IBEW LOCAL 234 PAC	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12074	229524	IBEW LOCAL 234 POLITICAL ACTION COMMITTEE	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12075	229525	IBEW LOCAL 302 POLITICAL ACTION COMMITTEE	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12076	229526	IBEW LOCAL 332 EDUCATION FIUND	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12077	229527	IBEW LOCAL 340 PAC	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12078	229528	IBEW LOCAL 440 PAC FUND SMALL CONTRIBUTOR COMMITTEE	-6466	Construction unions	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12079	229529	IBEW LOCAL 440 PAC SMALL CONTRIBUTION COMMITTEE	-6466	Uncoded	Uncoded	Uncoded	International Brotherhood of Electric Workers (IBEW)		8274.0
12080	229530	IBEW LOCAL NO. 100 C.O.P.E.	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12081	229531	IBEW LOCAL NO. 180 PAC	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12082	229532	IBEW LOCAL UNION 1245 EXECUTIVE BOARD PAC	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12083	229533	IBEW LOCAL UNION 302 PAC	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12084	229534	IBEW LOCAL UNION 302 PAC SMALL CONTRIBUTOR COMMITTEE	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12085	229535	IBEW LOCAL UNION 302 POLITICAL ACTION COMMITTEE	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12086	229536	IBEW LOCAL UNION 302 SMALL CONTRIBUTOR COMMITTEE	-6466	Construction unions	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12087	229537	IBEW LOCAL UNION 40 PAC	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12088	229538	IBEW LOCAL UNION NO. 11 PAC	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12089	229539	IBEW PAC EDUCATIONAL FUND FEDERAL PAC	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12090	229540	IBEW PAC EDUCATIONSL FUND	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12091	229541	IBIS		Uncoded	Uncoded	Uncoded			
12092	229542	IBIS UNIVERSAL CORP		Uncoded	Uncoded	Uncoded			
12093	229543	IBN RESTAURANT, INC.		Uncoded	Uncoded	Uncoded			
12094	229544	ICANN, LLC		Uncoded	Uncoded	Uncoded			
12095	229545	ICHINA		Uncoded	Uncoded	Uncoded			
12096	229546	ICLEAN COMMERCIAL CLEANING SERVICES		Uncoded	Uncoded	Uncoded			
12097	229547	IDELL FAMILY VINEYARDS		Uncoded	Uncoded	Uncoded			
12098	229548	IFATPE LOCAL 21 TJ ANTHONY PAC FUND	-9459	Other unions	Labor	General Trade Unions	Professional & Technical Engineers		38843.0
12099	229549	IFPTE LOCAL 21 PAC	-6660	Other unions	Labor	General Trade Unions	International Federation of Professional and Technical Engineers		96432.0
12100	229550	IFPTE LOCAL 21 TJ ANTHONY PAC	-9459	Other unions	Labor	General Trade Unions	Professional & Technical Engineers		38843.0
12101	229551	IFRAME		Uncoded	Uncoded	Uncoded			
12102	229552	IHI INC. AND AFFLIATES		Uncoded	Uncoded	Uncoded			
12103	229553	IHI POWER FENERATION CORP.		Uncoded	Uncoded	Uncoded			
12104	229554	IHI POWER GENERATION		Uncoded	Uncoded	Uncoded			
12105	229555	IHI POWER GENERATION CORP		Uncoded	Uncoded	Uncoded			
12106	229556	IHI POWER GENERATION CORPORATION		Uncoded	Uncoded	Uncoded			
12107	229557	IHI POWER GENERATION, INC.		Uncoded	Uncoded	Uncoded			
12108	229558	IIPAC INDEPENDENT INSURANCE PAC		Uncoded	Uncoded	Uncoded			
12109	229559	IL DO TAE KWON DO ASSOC		Uncoded	Uncoded	Uncoded			
12110	229560	IL DO TAE KWON DO ASSOC. INC.		Uncoded	Uncoded	Uncoded			
12111	229561	ILLINOIS INSURANCE COMAPNY		Uncoded	Uncoded	Uncoded			
12112	229562	ILLINOIS STATE AFL-CIO COMMITTEE ON POLITICAL EDUCATION		Labor unions	Labor	General Trade Unions			
12113	229563	ILS ASSOCIATES, INC.		Uncoded	Uncoded	Uncoded			
12114	229564	ILWU FOREMEN'S LOCAL 94		Uncoded	Uncoded	Uncoded			
12115	229565	IMAGE IMPRESSION, INC.		Uncoded	Uncoded	Uncoded			
12116	229566	IMAGE MAKER STUDIO INC.		Uncoded	Uncoded	Uncoded			
12117	229567	IMAGES LUXURY NAIL LOUNGE		Uncoded	Uncoded	Uncoded			
12118	229568	IMHOF TRACTOR SERVICE LLC		Uncoded	Uncoded	Uncoded			
12119	229569	IMHOF TRACTOR SERVICES, INC		Uncoded	Uncoded	Uncoded			
12120	229570	IMM MANAGEMENT		Uncoded	Uncoded	Uncoded			
12121	229571	IMPACT SIGNAGE		Uncoded	Uncoded	Uncoded			
12122	229572	IMPAX WORLD, INC.		Uncoded	Uncoded	Uncoded			
12123	229573	IMPERIAL MAINTENANCE SERVICES INC		Uncoded	Uncoded	Uncoded			
12124	229574	IMPERIAL T AND S PLUMBING		Uncoded	Uncoded	Uncoded			
12125	229575	IMPERIAL T&S PLUMBING		Uncoded	Uncoded	Uncoded			
12126	229576	IMPERIAL TRADE CORPORATION		Uncoded	Uncoded	Uncoded			
12127	229577	IMPERIAL WESTERN PRODUCTS		Uncoded	Uncoded	Uncoded			
12128	229578	IMPEX INC.		Uncoded	Uncoded	Uncoded			
12129	229579	IMPRESS ENTERPRISES, INC.		Uncoded	Uncoded	Uncoded			
12130	229580	IMPRESSIVE DIAGNOSTICS, INCORPORATED		Uncoded	Uncoded	Uncoded			
12131	229581	IN-N-OUT		Uncoded	Uncoded	Uncoded			
12132	229582	INCORVAIA & ASSOC		Uncoded	Uncoded	Uncoded			
12133	229583	INDELICATO FAMILY FARMS		Uncoded	Uncoded	Uncoded			
12134	229584	INDEPENDENT COALITION OF EDUCATORS SPONSORED BY THE CA ASSOCIATION OF PRIVATE POSTSECONDARY SCHOOLS	-3202	Education	Government Agencies/Education/Other	Education	CAPPS- Independent Coalition of Educators		34258.0
12135	229585	INDEPENDENT COALITION OF EDUCATORS SPONSORED BY THE CALIFORNIA ASSOCIATION OF PRIVATE POSTSECONDARY SCHOOLS (CAPPS)	-3202	Education	Government Agencies/Education/Other	Education	CAPPS- Independent Coalition of Educators		34258.0
12136	229586	INDEPENDENT CONSTRUCTION COMPANY		Construction, unclassified	Construction	General Contractors			
12137	229587	INDEPENDENT ENERGY PRODUCERS POLITICAL FUND PAC ACCOUNT		Independent oil & gas producers	Energy & Natural Resources	Oil & Gas			
12138	229588	INDEPENDENT INSURANCE PAC (IIABCAL)		Uncoded	Uncoded	Uncoded			
12139	229589	INDEPENDENT INSURANCE PAC, IIPAC		Uncoded	Uncoded	Uncoded			
12140	229590	INDEPENDENT INSURANCE PAC, SPONSORED BY INDEPENDENT INSURANCE AGENTS AND BROKERS OF CALIFORNIA		Uncoded	Uncoded	Uncoded			
12141	229591	INDEPENDENT INSURANCE POLITICAL (IIPAC)		Uncoded	Uncoded	Uncoded			
12142	229592	INDEPENDENT INSURANCE POLITICAL ACTION COMMITTEE, SPONSORED BY INDEPENDENT INSURANCE AGENTS AND BROKERS OF CA (IIABCAL)		Uncoded	Uncoded	Uncoded			
12143	229593	INDEPENDENT OIL PRODUCERS ALLIANCE		Uncoded	Uncoded	Uncoded			
12144	229594	INDEPENDENT OIL PRODUCERS' AGENCY PAC		Uncoded	Uncoded	Uncoded			
12145	229595	INDEPENDENT PAC LOCAL 188 INTERNATIONAL ASSOCIATION OF FIREFIGHTERS, SPONSORED BY: INTERNATIONAL ASSOCIATION OF FIREFIGHTERS LOCAL 188	-6628	Uncoded	Uncoded	Uncoded	International Association of Firefighters		31643.0
12146	229596	INDIA SWEETS & FOODS, INC. FLAMINGO RESTAURANT & BANQUET HALL		Uncoded	Uncoded	Uncoded			
12147	229597	INDO AMERICAN DOCUMENTS		Uncoded	Uncoded	Uncoded			
12148	229598	INDO CHINESE AMERICAN PAC		Uncoded	Uncoded	Uncoded			
12149	229599	INDUS VALLEY CHAMBER OF COMMERCE		Chambers of commerce	General Business	Business Associations			
12150	229600	INFINITY REALTY GRP		Uncoded	Uncoded	Uncoded			
12151	229601	INFINITY ROSEVILLE		Uncoded	Uncoded	Uncoded			
12152	229602	INFRASTRUCTURE PAC OF THE ASSOCIATED GENERAL CONTRACTORS	-1024	Builders associations	Construction	General Contractors	Associated General Contractors		29805.0
12153	229603	INGOMAR PACKING COMPANY		Uncoded	Uncoded	Uncoded			
12154	229604	INLAND COSMETIC SURGERY		Uncoded	Uncoded	Uncoded			
12155	229605	INLAND EMPIRE COMMERCE BUSINESS TO BUSINESS		Book, newspaper & periodical publishing	Communications & Electronics	Printing & Publishing			
12156	229606	INLAND GROUP		Real estate developers & subdividers	Finance, Insurance & Real Estate	Real Estate			
12157	229607	INLAND MENDOCINO DEMOCRATIC CLUB DEMOCRATIC CLUB		Uncoded	Uncoded	Uncoded			
12158	229608	INLAND REHABILITATION MEDICAL GROUP, INC.		Uncoded	Uncoded	Uncoded			
12159	229609	INNER CIRCLE INVESTMENTS		Uncoded	Uncoded	Uncoded			
12160	229610	INNER CIRCLE INVESTMENTS INC.		Uncoded	Uncoded	Uncoded			
12161	229611	INNOVATION EXCELLENCE INVESTMENT HOLDING		Uncoded	Uncoded	Uncoded			
12162	229612	INNOVATIVE INTEGRATED HEALTH, INC. DBA 'FRESNO PACE'		Uncoded	Uncoded	Uncoded			
12163	229613	INNOVATIVE PRODUCE		Uncoded	Uncoded	Uncoded			
12164	229614	INNOVATIVE ROTATIONAL MOLDING, INC.		Uncoded	Uncoded	Uncoded			
12165	229615	INSIGHT GLASS INC		Uncoded	Uncoded	Uncoded			
12166	229617	INSIKT INK		Uncoded	Uncoded	Uncoded			
12167	229618	INSITE DEVELOPMENT LLC (RESPONSIBLE OFFICER = SCOTT WILLIAMS)		Uncoded	Uncoded	Uncoded			
12168	229619	INSTITUTE FOR AMERICA'S FUTURE		Uncoded	Uncoded	Uncoded			
12169	229620	INSTITUTION ALE		Uncoded	Uncoded	Uncoded			
12170	229621	INSURANCE LEGISLATORS FOUNDATION SCHOLARSHIP ACCOUNT		Uncoded	Uncoded	Uncoded			
12171	229622	INSURECAL INSURANCE AGENCY		Uncoded	Uncoded	Uncoded			
12172	229623	INT'L BROTHERHOOD OF BOILERMAKERS LOCAL 92 PAC	-6636	Construction unions	Labor	General Trade Unions	International Brotherhood of Boilermakers, Iron Ship Builders, Blacksmiths, Forgers & Helpers		32133.0
12173	229624	INT'L BROTHERHOOD OF ELECTRICAL WOR	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12174	229625	INT'L LONGSHORE & WAREHOUSE UNION (ILWU) LOCAL 13 PAC FUND	-6669	Merchant marine & longshoremen unions	Labor	Transportation Unions	International Longshore and Warehouse Union (ILWU)		54410.0
12175	229626	INT'L UNION OF ELEVATOR CONSTRUCTORS LOCAL # 8 -PAC	-6683	Construction unions	Labor	General Trade Unions	International Union Of Elevator Constructors Local 8		698.0
12176	229627	INT'L UNION OF OPERATING ENGINEERS POLITICAL FUND	-6684	Construction unions	Labor	General Trade Unions	International Union of Operating Engineers (IUOE)		5400.0
12177	229628	INT'L UNION OF PAINTERS & ALLIED TRADES POL. ACTION TOGETHER LEGISLATIVE EDUCATION COMM	-6686	Construction unions	Labor	General Trade Unions	International Union Of Painters And Allied Trades		5243.0
12178	229629	INT'L UNION OF PAINTERS AND ALLIED TRADES DIST. UNION 36	-6686	Construction unions	Labor	General Trade Unions	International Union Of Painters And Allied Trades		5243.0
12179	229630	INT'L UNION OF PAINTERS AND ALLIED TRADES POLITICAL COMMITTEE	-6686	Construction unions	Labor	General Trade Unions	International Union Of Painters And Allied Trades		5243.0
12180	229631	INTEC, INC.		Uncoded	Uncoded	Uncoded			
12181	229632	INTEGRAL EDUCATION CONSULTING, INC.		Uncoded	Uncoded	Uncoded			
12182	229633	INTEGRITY ESCROW		Uncoded	Uncoded	Uncoded			
12183	229634	INTEGRITY PAC		Uncoded	Uncoded	Uncoded			
12184	229635	INTEGRITY PAC A COALITION OF VETERANS BUSINESS OWNERS MEDICAL PROFESSIONALS AND RETAILERS		Uncoded	Uncoded	Uncoded			
12185	229636	INTELLECTUAL PROPERTY LAW GROUP		Attorneys & law firms	Lawyers & Lobbyists	Lawyers & Lobbyists			
12186	229637	INTER-CON SECURITY SYSTEMS, INC.		Uncoded	Uncoded	Uncoded			
12187	229638	INTERMOUNTAIN INSURANCE SERVICES INC.		Uncoded	Uncoded	Uncoded			
12188	229639	INTERNAL ASSOCIATION OF FIREFIGHTERS PAC	-6628	Fire fighters unions and associations	Labor	Public Sector Unions	International Association of Firefighters		31643.0
12189	229640	INTERNATION UNION OF PAINTERS & ALLIED TRADES FEDERAL PAC	-6686	Construction unions	Labor	General Trade Unions	International Union Of Painters And Allied Trades		5243.0
12190	229641	INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES (IATSE) LOCAL 600 PAC SMALL CONTRIBUTOR COMMITTEE	-17133	Uncoded	Uncoded	Uncoded	International Alliance of Theatrical Stage Employees (IATSE)	IATSE	
12191	229642	INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES LOCAL 600 PAC	-17133	Entertainment unions	Labor	General Trade Unions	International Alliance of Theatrical Stage Employees (IATSE)	IATSE	
12192	229643	INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES LOCAL 600 POLITICAL ACTION COMMITTEE	-17133	Entertainment unions	Labor	General Trade Unions	International Alliance of Theatrical Stage Employees (IATSE)	IATSE	
12193	229644	INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES LOCAL NO. 600 PAC (IATSE LOCAL 600 PAC)	-17133	Uncoded	Uncoded	Uncoded	International Alliance of Theatrical Stage Employees (IATSE)	IATSE	
12194	229645	INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES LOCAL NUMBER 600 PAC SMALL CONTRIBUTOR COMMITTEE		Uncoded	Uncoded	Uncoded			
12195	229646	INTERNATIONAL ALLIANCE THEATRICAL STAGE EMPLOYEES NO. 33 PRO-LABOR CANDIDATES PAC		Entertainment unions	Labor	General Trade Unions			
12196	229647	INTERNATIONAL ASSO. OF FIRE FIGHTERS (IAFF) LOCAL 55	-6628	Fire fighters unions and associations	Labor	Public Sector Unions	International Association of Firefighters		31643.0
12197	229648	INTERNATIONAL ASSOCIATION OF BUSINESS FORECASTING		Uncoded	Uncoded	Uncoded			
12198	229649	INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS - FIREPAC NON-FEDERAL (MPO)	-6628	Fire fighters unions and associations	Labor	Public Sector Unions	International Association of Firefighters		31643.0
12199	229650	INTERNATIONAL ASSOCIATION OF FIREFIGHTERS LOCAL #479 PAC	-6628	Uncoded	Uncoded	Uncoded	International Association of Firefighters		31643.0
12200	229651	INTERNATIONAL ASSOCIATION OF HEAT AND FROST INSULATORS AND ALLIED WORKERS LOCAL 16 AFL-CIO PAC FUND	-6215	Construction unions	Labor	General Trade Unions	International Association of Heat and Frost Insulators and Allied Workers		51345.0
12201	229652	INTERNATIONAL ASSOCIATION OF YOUNG ARTISTS		Uncoded	Uncoded	Uncoded			
12202	229653	INTERNATIONAL BROTHERHOOD ELECTRICAL WORKERS LOCAL UNION 1245 (IBEW)	-6466	Construction unions	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12203	229654	INTERNATIONAL BROTHERHOOD OF BOILERMAKERS, IRON SHIP BUILDERS, BLACKSMITHS, FORGERS AND HELPERS LEGISLATIVE EDUCATION FUND	-6636	Construction unions	Labor	General Trade Unions	International Brotherhood of Boilermakers, Iron Ship Builders, Blacksmiths, Forgers & Helpers		32133.0
12204	229655	INTERNATIONAL BROTHERHOOD OF ELECTRICAL OF ELECTRICAL WORKERS	-6466	Electrical workers/IBEW	Labor	General Trade Unions	International Brotherhood of Electric Workers (IBEW)		8274.0
12205	229656	INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS (IBEW) FEDERAL PAC	-6466	Uncoded	Uncoded	Uncoded	International Brotherhood of Electric Workers (IBEW)		8274.0
